customer_id,first_name,last_name,age,region,state,annual_income,income_class,tax_bracket,credit_score,debt_to_income_ratio,loan_amount,loan_term_months,base_interest_rate,risk_adjusted_interest_rate,loan_purpose,employment_status,delinquency_history,existing_mortgages,has_co_signer,property_type,property_value,ltv_ratio,application_status
CUST0758,Sophia,Turner,73,Northeast,NY,171929,Upper Middle,24%,797,50%,296509,120,8.01,8.01,Investment Property,Full-Time,1 late,2,True,Condo,293165,101.14%,Pending
CUST0759,Ryan,Kim,65,Northeast,NY,236518,Affluent,32%,762,42%,786200,180,6.37,6.21,Auto Loan,Self-Employed,1 late,2,True,N/A,0,0%,Pending
CUST0760,Mia,Khan,58,West,CA,195368,Upper Middle,24%,781,40%,482509,360,4.02,3.82,Refinance,Full-Time,2+ delinquencies,0,True,Townhouse,912441,52.88%,Pending
CUST0761,Daniel,Chen,68,South,NC,297724,Affluent,32%,734,39%,745003,180,7.5,7.58,Auto Loan,Part-Time,1 late,0,False,Condo,808165,92.18%,Rejected
CUST0762,Noah,Singh,46,Midwest,WI,335292,Affluent,32%,550,53%,106879,360,4.97,5.83,Auto Loan,Part-Time,1 late,2,False,Condo,571599,18.7%,Approved
CUST0763,Marcus,Kim,43,Southwest,AZ,266028,Affluent,32%,683,23%,826653,360,5.85,5.61,Refinance,Full-Time,1 late,2,False,Single Family,1114549,74.17%,Pending
CUST0764,Emily,Kim,53,Northeast,NJ,151509,Upper Middle,24%,677,48%,242589,180,8.27,8.53,Auto Loan,Self-Employed,2+ delinquencies,1,False,N/A,0,0%,Approved
CUST0765,Olivia,Brown,50,West,CA,246249,Affluent,32%,746,30%,885227,180,8.5,8.4,Primary Home Purchase,Unemployed,2+ delinquencies,0,True,Condo,904470,97.87%,Rejected
CUST0766,Ryan,Lopez,22,Northeast,NY,54815,Lower Middle,15%,564,28%,518304,120,4.36,4.72,Auto Loan,Unemployed,None,2,False,N/A,0,0%,Pending
CUST0767,Marcus,Khan,65,Northeast,PA,53645,Lower Middle,15%,698,40%,423587,180,4.75,4.85,Auto Loan,Self-Employed,1 late,1,True,N/A,0,0%,Approved
CUST0768,Sophia,Lopez,31,South,TX,184522,Upper Middle,24%,653,24%,798609,180,5.63,5.91,Primary Home Purchase,Full-Time,1 late,2,False,N/A,0,0%,Pending
CUST0769,Daniel,Jones,37,South,GA,267626,Affluent,32%,534,53%,446904,120,7.79,8.65,Refinance,Self-Employed,1 late,0,False,Townhouse,1360851,32.84%,Rejected
CUST0770,Daniel,Turner,37,Midwest,OH,48095,Lower,12%,682,46%,809277,360,4.15,4.37,Refinance,Self-Employed,None,2,False,Single Family,976366,82.89%,Approved
CUST0771,Daniel,Turner,39,Northeast,MA,204904,Upper Middle,24%,708,54%,783478,360,7.34,7.72,Refinance,Full-Time,1 late,2,True,Townhouse,847469,92.45%,Approved
CUST0772,Noah,Brown,47,Southwest,OK,158568,Upper Middle,24%,594,36%,178131,120,8.18,8.7,Investment Property,Part-Time,2+ delinquencies,2,True,N/A,0,0%,Approved
CUST0773,Noah,Khan,63,Southwest,OK,237358,Affluent,32%,606,26%,447530,360,7.03,7.35,Primary Home Purchase,Full-Time,None,2,False,Condo,452332,98.94%,Approved
CUST0774,Ethan,Khan,59,West,CA,308252,Affluent,32%,527,52%,396300,120,4.63,5.47,Investment Property,Part-Time,1 late,2,False,Townhouse,984890,40.24%,Pending
CUST0775,Sophia,Singh,38,Southwest,NV,211880,Upper Middle,24%,596,34%,400386,120,6.1,6.58,Auto Loan,Unemployed,1 late,1,True,Condo,952402,42.04%,Approved
CUST0776,Noah,Patel,26,Southwest,NV,310372,Affluent,32%,825,22%,712746,360,6.04,5.48,Auto Loan,Part-Time,None,1,True,Townhouse,681516,104.58%,Approved
CUST0777,Emily,Kim,59,Southwest,NM,282646,Affluent,32%,747,48%,116330,360,4.26,4.52,Primary Home Purchase,Part-Time,1 late,0,False,Single Family,1132945,10.27%,Rejected
CUST0778,Olivia,Singh,74,Southwest,OK,229803,Affluent,32%,802,47%,55310,180,5.19,5.13,Primary Home Purchase,Full-Time,None,1,False,Condo,122311,45.22%,Approved
CUST0779,Ryan,Jones,69,Southwest,NM,194334,Upper Middle,24%,542,49%,213394,180,4.75,5.53,Primary Home Purchase,Full-Time,2+ delinquencies,1,True,Townhouse,163576,130.46%,Pending
CUST0780,Ethan,Lopez,34,South,NC,218869,Upper Middle,24%,796,54%,170283,360,8.46,8.54,Auto Loan,Self-Employed,1 late,2,True,N/A,0,0%,Pending
CUST0781,Ethan,Jones,25,Northeast,NJ,387073,Affluent,32%,703,50%,113528,120,4.54,4.84,Auto Loan,Part-Time,2+ delinquencies,2,False,N/A,0,0%,Pending
CUST0782,Marcus,Kim,28,Southwest,AZ,221324,Affluent,32%,795,28%,326383,180,6.34,5.9,Primary Home Purchase,Unemployed,None,1,True,N/A,0,0%,Pending
CUST0783,Marcus,Turner,22,Southwest,AZ,159909,Upper Middle,24%,554,31%,125976,120,6.05,6.47,Primary Home Purchase,Self-Employed,1 late,2,False,Townhouse,614398,20.5%,Approved
CUST0784,Ethan,Lopez,71,Northeast,MA,348207,Affluent,32%,762,23%,198940,180,5.91,5.37,Investment Property,Full-Time,2+ delinquencies,1,True,Condo,445130,44.69%,Pending
CUST0785,Sophia,Turner,56,South,NC,361536,Affluent,32%,654,54%,383862,360,7.82,8.7,Auto Loan,Unemployed,2+ delinquencies,0,True,N/A,0,0%,Pending
CUST0786,Ethan,Bennett,71,South,NC,277795,Affluent,32%,823,35%,399738,120,8.44,8.14,Investment Property,Self-Employed,2+ delinquencies,2,False,Townhouse,1253290,31.9%,Rejected
CUST0787,Olivia,Patel,57,South,NC,390900,Affluent,32%,763,22%,187039,360,7.28,6.72,Primary Home Purchase,Full-Time,2+ delinquencies,0,False,Condo,946525,19.76%,Approved
CUST0788,Emily,Bennett,72,Southwest,AZ,280396,Affluent,32%,633,29%,78004,120,5.17,5.55,Refinance,Full-Time,None,1,True,Single Family,1350705,5.78%,Approved
CUST0789,Marcus,Khan,26,West,CA,124791,Middle,22%,802,49%,127701,120,4.38,4.36,Primary Home Purchase,Part-Time,None,0,True,Multi-Family,1250025,10.22%,Approved
CUST0790,Ryan,Singh,22,Northeast,PA,36408,Lower,12%,721,51%,513002,120,7.78,8.1,Refinance,Part-Time,None,0,False,N/A,0,0%,Pending
CUST0791,Sophia,Singh,46,Midwest,MI,104474,Middle,22%,600,50%,252252,360,6.32,7.12,Primary Home Purchase,Full-Time,2+ delinquencies,1,False,Townhouse,1230187,20.51%,Rejected
CUST0792,Noah,Chen,21,South,NC,213741,Upper Middle,24%,613,42%,68394,180,7.51,8.15,Refinance,Full-Time,None,2,False,Condo,1299034,5.26%,Approved
CUST0793,Olivia,Patel,31,Southwest,OK,345961,Affluent,32%,702,31%,256873,120,4.49,4.41,Primary Home Purchase,Unemployed,None,1,True,Multi-Family,1354573,18.96%,Pending
CUST0794,Aisha,Patel,22,West,OR,316475,Affluent,32%,572,49%,227398,120,5.62,6.4,Refinance,Part-Time,2+ delinquencies,2,False,Townhouse,1432471,15.87%,Rejected
CUST0795,Ethan,Lopez,28,West,WA,191064,Upper Middle,24%,826,45%,288078,120,5.39,5.29,Auto Loan,Part-Time,None,0,True,Single Family,972724,29.62%,Rejected
CUST0796,Noah,Turner,52,Southwest,AZ,156206,Upper Middle,24%,552,37%,700060,180,7.6,8.14,Refinance,Part-Time,None,1,False,Multi-Family,608742,115.0%,Pending
CUST0797,Daniel,Bennett,43,Northeast,PA,391203,Affluent,32%,668,32%,691501,180,5.59,5.53,Refinance,Part-Time,2+ delinquencies,2,False,Single Family,323761,213.58%,Pending
CUST0798,Olivia,Bennett,34,South,FL,63064,Lower Middle,15%,613,50%,259727,120,5.96,6.76,Auto Loan,Part-Time,1 late,1,True,Condo,556015,46.71%,Approved
CUST0799,Emily,Patel,30,Northeast,NJ,385970,Affluent,32%,621,40%,516727,180,4.71,5.31,Investment Property,Part-Time,1 late,2,True,Townhouse,207463,249.07%,Approved
CUST0800,Aisha,Lopez,49,Northeast,NJ,210685,Upper Middle,24%,619,52%,547275,120,5.64,6.48,Primary Home Purchase,Part-Time,None,2,True,Multi-Family,943018,58.03%,Rejected
CUST0801,Sophia,Jones,25,Southwest,NM,252322,Affluent,32%,777,31%,514674,180,5.14,4.76,Primary Home Purchase,Self-Employed,None,2,True,N/A,0,0%,Approved
CUST0802,Emily,Lopez,31,Northeast,NY,199361,Upper Middle,24%,668,22%,61755,180,7.35,7.09,Primary Home Purchase,Full-Time,None,1,False,Single Family,772727,7.99%,Rejected
CUST0803,Ryan,Brown,43,South,GA,87941,Middle,22%,562,32%,760958,120,7.57,8.01,Auto Loan,Full-Time,None,0,False,Multi-Family,870243,87.44%,Approved
CUST0804,Ryan,Bennett,25,Southwest,NV,216757,Upper Middle,24%,557,49%,890931,180,5.47,6.25,Primary Home Purchase,Part-Time,1 late,0,False,Townhouse,1275050,69.87%,Rejected
CUST0805,Noah,Patel,52,Southwest,OK,212394,Upper Middle,24%,692,30%,796648,180,6.12,6.02,Refinance,Part-Time,1 late,2,True,Condo,478115,166.62%,Rejected
CUST0806,Mia,Brown,50,South,NC,264631,Affluent,32%,802,21%,60712,180,6.14,5.56,Primary Home Purchase,Part-Time,1 late,2,True,N/A,0,0%,Rejected
CUST0807,Ethan,Turner,52,South,FL,371324,Affluent,32%,829,43%,53052,120,5.91,5.77,Primary Home Purchase,Part-Time,None,0,False,Townhouse,1068598,4.96%,Rejected
CUST0808,Aisha,Jones,49,Midwest,OH,57597,Lower Middle,15%,569,33%,517453,360,6.08,6.54,Refinance,Full-Time,1 late,2,True,Multi-Family,286994,180.3%,Approved
CUST0809,Noah,Lopez,65,Midwest,IL,68493,Lower Middle,15%,705,22%,482809,180,6.4,6.14,Refinance,Part-Time,2+ delinquencies,0,False,N/A,0,0%,Rejected
CUST0810,Mia,Jones,53,Midwest,OH,126368,Middle,22%,762,37%,539838,120,5.94,5.68,Primary Home Purchase,Part-Time,2+ delinquencies,0,False,Single Family,682288,79.12%,Rejected
CUST0811,Ryan,Khan,23,Northeast,NY,199911,Upper Middle,24%,528,20%,265963,120,7.18,7.38,Auto Loan,Self-Employed,1 late,2,False,Multi-Family,691530,38.46%,Approved
CUST0812,Aisha,Lopez,57,Southwest,NV,125220,Middle,22%,549,35%,733045,120,6.58,7.08,Auto Loan,Self-Employed,1 late,0,False,Multi-Family,365840,200.37%,Approved
CUST0813,Marcus,Khan,43,Southwest,NM,299514,Affluent,32%,763,34%,417304,120,5.44,5.12,Investment Property,Self-Employed,None,2,True,Townhouse,523884,79.66%,Rejected
CUST0814,Mia,Bennett,29,Midwest,MI,260755,Affluent,32%,546,48%,67184,360,8.37,9.13,Auto Loan,Unemployed,2+ delinquencies,2,False,N/A,0,0%,Approved
CUST0815,Ryan,Turner,72,West,CO,376655,Affluent,32%,661,52%,468401,120,5.22,5.56,Investment Property,Unemployed,1 late,1,False,Single Family,417990,112.06%,Approved
CUST0816,Daniel,Patel,48,West,CA,381145,Affluent,32%,819,31%,665973,360,7.61,7.23,Investment Property,Part-Time,1 late,2,True,Townhouse,573496,116.13%,Approved
CUST0817,Daniel,Jones,49,Southwest,OK,37425,Lower,12%,577,50%,405143,120,4.95,5.75,Primary Home Purchase,Part-Time,None,0,False,Condo,1409020,28.75%,Rejected
CUST0818,Noah,Kim,44,Midwest,MI,277688,Affluent,32%,620,51%,672186,120,8.18,9.0,Auto Loan,Unemployed,1 late,0,True,Multi-Family,712909,94.29%,Rejected
CUST0819,Ryan,Bennett,48,Southwest,NV,293430,Affluent,32%,792,36%,289317,180,4.94,4.66,Refinance,Unemployed,1 late,2,False,N/A,0,0%,Approved
CUST0820,Mia,Lopez,25,Northeast,NY,369112,Affluent,32%,566,15%,505473,120,6.18,6.28,Primary Home Purchase,Unemployed,1 late,1,False,Single Family,396235,127.57%,Rejected
CUST0821,Noah,Brown,30,Midwest,OH,222122,Affluent,32%,593,21%,659019,120,6.7,6.92,Auto Loan,Unemployed,2+ delinquencies,1,False,Condo,802300,82.14%,Pending
CUST0822,Emily,Bennett,27,Northeast,NY,131069,Middle,22%,777,27%,391530,120,6.93,6.47,Refinance,Unemployed,1 late,0,False,Single Family,848026,46.17%,Approved
CUST0823,Ryan,Kim,69,Midwest,WI,360502,Affluent,32%,611,33%,690083,360,8.28,8.74,Refinance,Full-Time,None,2,True,Single Family,116719,591.23%,Pending
CUST0824,Marcus,Lopez,23,West,WA,97839,Middle,22%,835,16%,137745,360,4.87,4.19,Investment Property,Full-Time,None,2,False,Single Family,879235,15.67%,Pending
CUST0825,Ryan,Lopez,45,Northeast,NY,305261,Affluent,32%,567,19%,98786,360,5.47,5.65,Investment Property,Full-Time,1 late,2,True,Townhouse,1115752,8.85%,Pending
CUST0826,Noah,Kim,54,South,NC,375677,Affluent,32%,789,28%,522803,360,5.65,5.21,Refinance,Part-Time,1 late,0,False,N/A,0,0%,Pending
CUST0827,Mia,Khan,33,West,CO,161994,Upper Middle,24%,559,15%,219598,120,6.85,6.95,Primary Home Purchase,Unemployed,None,1,False,Townhouse,943601,23.27%,Approved
CUST0828,Sophia,Singh,42,Midwest,WI,109858,Middle,22%,536,51%,674652,180,6.75,7.57,Primary Home Purchase,Part-Time,None,2,False,Multi-Family,387558,174.08%,Approved
CUST0829,Ethan,Chen,73,South,NC,296441,Affluent,32%,763,43%,148752,120,6.91,6.77,Primary Home Purchase,Full-Time,1 late,2,True,N/A,0,0%,Approved
CUST0830,Daniel,Chen,57,Northeast,NJ,46575,Lower,12%,696,33%,133323,360,6.91,6.87,Primary Home Purchase,Full-Time,1 late,1,False,Townhouse,612191,21.78%,Approved
CUST0831,Mia,Singh,42,Southwest,NV,316045,Affluent,32%,695,20%,807902,120,7.37,7.07,Primary Home Purchase,Unemployed,1 late,1,True,Condo,1413660,57.15%,Rejected
CUST0832,Emily,Chen,62,South,FL,117725,Middle,22%,592,34%,144266,120,7.88,8.36,Primary Home Purchase,Self-Employed,None,0,False,N/A,0,0%,Rejected
CUST0833,Aisha,Patel,23,Northeast,MA,202349,Upper Middle,24%,701,53%,65675,180,7.15,7.51,Refinance,Part-Time,None,1,False,Townhouse,806262,8.15%,Pending
CUST0834,Ryan,Bennett,38,South,NC,367540,Affluent,32%,800,49%,253426,180,5.15,5.13,Investment Property,Self-Employed,2+ delinquencies,2,True,N/A,0,0%,Pending
CUST0835,Sophia,Khan,57,Midwest,WI,317251,Affluent,32%,641,23%,890271,180,6.28,6.54,Auto Loan,Full-Time,2+ delinquencies,0,True,N/A,0,0%,Rejected
CUST0836,Sophia,Patel,40,West,WA,141119,Upper Middle,24%,784,21%,215261,180,6.93,6.35,Auto Loan,Unemployed,1 late,0,False,Condo,1095024,19.66%,Rejected
CUST0837,Sophia,Turner,74,South,FL,386737,Affluent,32%,822,28%,217198,180,6.22,5.78,Refinance,Full-Time,2+ delinquencies,0,False,N/A,0,0%,Rejected
CUST0838,Ethan,Lopez,38,Southwest,NV,55874,Lower Middle,15%,797,48%,617607,120,4.52,4.48,Auto Loan,Full-Time,1 late,2,True,Condo,555634,111.15%,Pending
CUST0839,Ryan,Khan,72,Northeast,PA,348433,Affluent,32%,529,19%,715428,360,6.02,6.2,Auto Loan,Self-Employed,1 late,1,False,N/A,0,0%,Rejected
CUST0840,Ethan,Turner,61,Southwest,OK,390619,Affluent,32%,570,33%,321479,120,7.69,8.15,Refinance,Part-Time,None,0,False,Condo,139314,230.76%,Pending
CUST0841,Olivia,Kim,73,Northeast,MA,137345,Middle,22%,794,21%,694408,360,6.31,5.73,Primary Home Purchase,Part-Time,2+ delinquencies,1,False,N/A,0,0%,Approved
CUST0842,Ryan,Lopez,51,West,CA,115834,Middle,22%,532,28%,112651,120,8.01,8.37,Refinance,Self-Employed,1 late,1,True,Multi-Family,105741,106.53%,Rejected
CUST0843,Ryan,Chen,26,Southwest,OK,151164,Upper Middle,24%,667,49%,535910,180,7.62,7.9,Investment Property,Self-Employed,None,2,True,Townhouse,153820,348.4%,Rejected
CUST0844,Aisha,Brown,35,Southwest,OK,246169,Affluent,32%,555,46%,191868,180,5.09,5.81,Primary Home Purchase,Self-Employed,2+ delinquencies,1,True,Single Family,401546,47.78%,Pending
CUST0845,Aisha,Chen,40,Midwest,MI,89739,Middle,22%,743,39%,653347,120,7.94,8.02,Auto Loan,Full-Time,2+ delinquencies,0,False,Condo,572049,114.21%,Approved
CUST0846,Aisha,Turner,44,South,GA,76666,Lower Middle,15%,581,44%,507183,180,8.11,8.79,Refinance,Self-Employed,1 late,1,True,Single Family,1260181,40.25%,Rejected
CUST0847,Ethan,Kim,24,Southwest,OK,66855,Lower Middle,15%,769,50%,741099,180,6.56,6.56,Refinance,Part-Time,None,0,False,Multi-Family,428125,173.1%,Rejected
CUST0848,Olivia,Patel,39,Midwest,OH,288040,Affluent,32%,588,20%,617044,360,6.77,6.97,Primary Home Purchase,Self-Employed,None,0,True,Townhouse,1227556,50.27%,Rejected
CUST0849,Daniel,Lopez,35,Northeast,NJ,88704,Middle,22%,646,45%,517786,360,4.63,5.33,Investment Property,Self-Employed,1 late,2,False,Single Family,1370858,37.77%,Pending
CUST0850,Sophia,Chen,22,South,TX,53798,Lower Middle,15%,773,43%,540847,180,4.14,4.0,Investment Property,Part-Time,2+ delinquencies,2,False,Multi-Family,500091,108.15%,Rejected
CUST0851,Daniel,Bennett,64,Southwest,AZ,36734,Lower,12%,576,47%,361493,360,4.07,4.81,Investment Property,Full-Time,2+ delinquencies,2,True,Condo,1317675,27.43%,Pending
CUST0852,Emily,Chen,38,Midwest,OH,389593,Affluent,32%,571,48%,640888,120,4.18,4.94,Primary Home Purchase,Part-Time,2+ delinquencies,0,False,N/A,0,0%,Approved
CUST0853,Sophia,Lopez,70,South,FL,39597,Lower,12%,683,47%,622310,120,5.68,5.92,Primary Home Purchase,Self-Employed,2+ delinquencies,0,False,N/A,0,0%,Pending
CUST0854,Aisha,Kim,29,Northeast,NY,144836,Upper Middle,24%,738,46%,794875,360,8.34,8.56,Refinance,Part-Time,2+ delinquencies,1,False,Townhouse,660294,120.38%,Pending
CUST0855,Aisha,Khan,44,West,OR,168997,Upper Middle,24%,555,54%,692306,180,4.47,5.35,Investment Property,Unemployed,None,0,True,Single Family,481099,143.9%,Approved
CUST0856,Noah,Lopez,53,Southwest,NM,291188,Affluent,32%,709,18%,422429,180,5.59,5.25,Investment Property,Part-Time,2+ delinquencies,2,True,Townhouse,1316938,32.08%,Rejected
CUST0857,Sophia,Chen,26,Midwest,OH,68176,Lower Middle,15%,659,27%,202215,120,6.38,6.72,Auto Loan,Full-Time,None,0,True,Multi-Family,1181332,17.12%,Rejected
CUST0858,Noah,Brown,52,Northeast,NY,358779,Affluent,32%,705,28%,549264,180,7.9,7.76,Investment Property,Self-Employed,1 late,1,False,Multi-Family,977428,56.19%,Pending
CUST0859,Olivia,Singh,41,South,GA,222249,Affluent,32%,670,42%,583104,180,7.47,7.61,Primary Home Purchase,Self-Employed,None,1,True,Multi-Family,372338,156.61%,Pending
CUST0860,Aisha,Brown,60,Southwest,NV,177627,Upper Middle,24%,566,33%,90751,360,4.8,5.26,Investment Property,Full-Time,1 late,0,False,Single Family,500515,18.13%,Rejected
CUST0861,Daniel,Singh,67,Northeast,NY,373090,Affluent,32%,631,29%,205647,180,7.79,8.17,Auto Loan,Self-Employed,2+ delinquencies,1,False,Condo,1425779,14.42%,Approved
CUST0862,Marcus,Chen,28,Midwest,MI,344312,Affluent,32%,765,40%,741207,360,4.41,4.21,Refinance,Part-Time,1 late,2,True,Condo,946297,78.33%,Pending
CUST0863,Sophia,Patel,47,Northeast,NJ,219637,Upper Middle,24%,566,50%,85572,360,7.53,8.33,Auto Loan,Self-Employed,1 late,0,True,Single Family,863185,9.91%,Pending
CUST0864,Ryan,Kim,51,Northeast,NY,154798,Upper Middle,24%,535,26%,834147,180,6.98,7.3,Primary Home Purchase,Unemployed,2+ delinquencies,0,True,Single Family,501648,166.28%,Approved
CUST0865,Olivia,Brown,47,Midwest,IL,174572,Upper Middle,24%,825,40%,756902,180,7.13,6.93,Investment Property,Part-Time,1 late,0,False,Townhouse,551653,137.21%,Approved
CUST0866,Sophia,Singh,48,Northeast,NY,346956,Affluent,32%,820,17%,431234,360,6.08,5.42,Auto Loan,Self-Employed,1 late,1,False,Townhouse,1262981,34.14%,Rejected
CUST0867,Sophia,Turner,59,Midwest,WI,198922,Upper Middle,24%,724,52%,81786,120,5.58,5.92,Refinance,Part-Time,1 late,1,True,Townhouse,485486,16.85%,Approved
CUST0868,Sophia,Patel,68,West,CA,157192,Upper Middle,24%,768,22%,517997,360,7.69,7.13,Investment Property,Unemployed,2+ delinquencies,2,False,Multi-Family,259243,199.81%,Rejected
CUST0869,Marcus,Patel,60,West,WA,155611,Upper Middle,24%,766,41%,732358,360,6.72,6.54,Investment Property,Self-Employed,1 late,1,False,Condo,910258,80.46%,Pending
CUST0870,Mia,Singh,69,South,FL,110294,Middle,22%,569,29%,793987,180,5.02,5.4,Primary Home Purchase,Full-Time,1 late,0,True,Condo,634700,125.1%,Rejected
CUST0871,Sophia,Jones,52,Northeast,MA,301424,Affluent,32%,521,18%,863389,180,7.26,7.42,Investment Property,Unemployed,1 late,0,False,Single Family,923399,93.5%,Rejected
CUST0872,Emily,Lopez,51,West,CO,211353,Upper Middle,24%,802,54%,734392,180,7.29,7.37,Auto Loan,Self-Employed,2+ delinquencies,0,True,Single Family,851687,86.23%,Pending
CUST0873,Marcus,Turner,37,West,CO,317588,Affluent,32%,752,48%,112497,360,5.99,6.25,Investment Property,Full-Time,1 late,1,False,Townhouse,984064,11.43%,Pending
CUST0874,Mia,Chen,74,Southwest,NM,177079,Upper Middle,24%,834,32%,270510,360,5.82,5.46,Refinance,Part-Time,1 late,2,False,Townhouse,909722,29.74%,Rejected
CUST0875,Daniel,Khan,35,West,CA,322543,Affluent,32%,598,41%,881943,360,4.5,5.12,Investment Property,Self-Employed,2+ delinquencies,1,False,Condo,696017,126.71%,Rejected
CUST0876,Marcus,Turner,34,Midwest,MI,230741,Affluent,32%,680,28%,805631,120,5.57,5.43,Refinance,Unemployed,1 late,1,False,Condo,666532,120.87%,Pending
CUST0877,Ethan,Bennett,45,Midwest,IL,45115,Lower,12%,635,32%,614267,180,5.91,6.35,Primary Home Purchase,Part-Time,1 late,1,True,Condo,508596,120.78%,Approved
CUST0878,Ethan,Singh,59,Southwest,NM,133070,Middle,22%,806,16%,592516,180,6.94,6.26,Primary Home Purchase,Part-Time,1 late,2,False,Condo,797654,74.28%,Approved
CUST0879,Ethan,Singh,21,South,TX,239605,Affluent,32%,662,51%,547337,120,6.2,6.52,Primary Home Purchase,Self-Employed,None,1,False,Condo,959427,57.05%,Pending
CUST0880,Ryan,Jones,60,Northeast,NY,389191,Affluent,32%,782,23%,340658,180,5.31,4.77,Investment Property,Self-Employed,None,1,True,Townhouse,1382835,24.63%,Pending
CUST0881,Emily,Patel,35,Northeast,NY,54003,Lower Middle,15%,770,18%,286444,120,6.02,5.38,Auto Loan,Unemployed,None,2,True,Condo,351984,81.38%,Approved
CUST0882,Mia,Kim,23,South,NC,344771,Affluent,32%,556,41%,753829,360,5.35,5.97,Investment Property,Self-Employed,None,1,False,Townhouse,218604,344.84%,Rejected
CUST0883,Mia,Brown,51,West,WA,392268,Affluent,32%,551,37%,344438,120,5.8,6.34,Auto Loan,Part-Time,1 late,1,True,Single Family,415014,82.99%,Approved
CUST0884,Marcus,Kim,65,Northeast,NY,69244,Lower Middle,15%,830,24%,839125,360,4.26,3.74,Investment Property,Unemployed,None,0,True,Multi-Family,1492812,56.21%,Pending
CUST0885,Marcus,Brown,73,Northeast,PA,130965,Middle,22%,532,31%,677470,360,6.51,6.93,Investment Property,Unemployed,2+ delinquencies,2,False,Multi-Family,804442,84.22%,Pending
CUST0886,Sophia,Turner,69,West,OR,109544,Middle,22%,697,35%,443327,360,6.46,6.46,Auto Loan,Part-Time,None,2,True,Condo,1050317,42.21%,Pending
CUST0887,Ryan,Patel,71,Midwest,WI,239550,Affluent,32%,555,36%,611337,180,8.27,8.79,Refinance,Full-Time,2+ delinquencies,2,True,Townhouse,589622,103.68%,Pending
CUST0888,Ryan,Brown,60,West,CO,188829,Upper Middle,24%,590,50%,853100,360,8.21,9.01,Refinance,Unemployed,2+ delinquencies,0,False,Condo,679857,125.48%,Approved
CUST0889,Olivia,Bennett,44,Midwest,WI,148576,Upper Middle,24%,728,24%,844131,180,8.06,7.84,Refinance,Full-Time,2+ delinquencies,1,False,Multi-Family,1416939,59.57%,Pending
CUST0890,Olivia,Singh,35,South,TX,249939,Affluent,32%,705,26%,840144,180,6.76,6.58,Primary Home Purchase,Self-Employed,1 late,1,True,Single Family,1058476,79.37%,Pending
CUST0891,Noah,Khan,21,West,WA,71598,Lower Middle,15%,636,34%,387044,120,5.52,6.0,Primary Home Purchase,Part-Time,2+ delinquencies,1,False,Multi-Family,580010,66.73%,Approved
CUST0892,Noah,Singh,49,Southwest,NV,66622,Lower Middle,15%,566,35%,190973,180,6.34,6.84,Primary Home Purchase,Unemployed,2+ delinquencies,2,False,Townhouse,234525,81.43%,Rejected
CUST0893,Marcus,Bennett,47,South,FL,146787,Upper Middle,24%,533,49%,414699,180,5.13,5.91,Investment Property,Self-Employed,2+ delinquencies,0,True,Condo,906862,45.73%,Rejected
CUST0894,Ethan,Singh,63,West,CA,376261,Affluent,32%,790,19%,579087,360,6.32,5.7,Primary Home Purchase,Part-Time,2+ delinquencies,1,True,N/A,0,0%,Rejected
CUST0895,Sophia,Singh,52,Midwest,OH,280138,Affluent,32%,788,50%,531946,120,5.58,5.58,Refinance,Self-Employed,2+ delinquencies,1,True,Townhouse,1106437,48.08%,Pending
CUST0896,Olivia,Lopez,52,Midwest,OH,96775,Middle,22%,839,44%,384705,360,5.32,5.2,Primary Home Purchase,Self-Employed,None,2,False,N/A,0,0%,Pending
CUST0897,Mia,Patel,48,Northeast,NJ,362187,Affluent,32%,535,32%,394199,180,4.35,4.79,Auto Loan,Self-Employed,1 late,0,False,N/A,0,0%,Approved
CUST0898,Ryan,Singh,30,West,WA,129152,Middle,22%,551,22%,388037,360,7.27,7.51,Auto Loan,Part-Time,2+ delinquencies,2,True,Condo,684579,56.68%,Approved
CUST0899,Sophia,Brown,61,Midwest,OH,391644,Affluent,32%,598,30%,875217,120,8.0,8.4,Refinance,Full-Time,2+ delinquencies,0,False,Townhouse,1274356,68.68%,Approved
CUST0900,Ryan,Patel,37,West,CO,251746,Affluent,32%,571,31%,589442,360,4.1,4.52,Primary Home Purchase,Full-Time,None,2,True,Single Family,1007888,58.48%,Pending
CUST0901,Mia,Singh,59,Midwest,OH,146775,Upper Middle,24%,608,16%,153841,180,4.89,5.01,Refinance,Unemployed,None,0,True,Single Family,1079781,14.25%,Pending
CUST0902,Sophia,Khan,69,Southwest,NM,259176,Affluent,32%,556,30%,137844,180,7.98,8.38,Investment Property,Self-Employed,None,2,True,Multi-Family,104022,132.51%,Rejected
CUST0903,Mia,Turner,22,South,GA,330430,Affluent,32%,617,27%,189771,180,4.31,4.65,Primary Home Purchase,Part-Time,1 late,2,True,Multi-Family,557965,34.01%,Pending
CUST0904,Noah,Turner,26,South,TX,275340,Affluent,32%,812,18%,418121,120,7.42,6.78,Auto Loan,Part-Time,1 late,0,True,N/A,0,0%,Approved
CUST0905,Aisha,Turner,21,Midwest,OH,56558,Lower Middle,15%,700,35%,607524,180,6.02,6.02,Auto Loan,Full-Time,1 late,0,True,N/A,0,0%,Pending
CUST0906,Ryan,Patel,67,Midwest,WI,206660,Upper Middle,24%,605,29%,301953,360,5.1,5.48,Auto Loan,Full-Time,None,0,True,Single Family,1473352,20.49%,Approved
